"Date/Time (PST)","Barometric Pressure  (mb) ","Battery Voltage  (v) ","Precipitation  ("") ","Relative Humidity  (%) ","Total Snow Depth  ("") ","24 Hour Snow  ("") ","Solar Radiation  (W/m2) ","Temperature  (deg F) "
"2016-07-26 00:00:00",1020.747,12.91,0,90.7,0,0,-0.581,55.71
"2016-07-25 23:00:00",1020.631,12.92,0,90.7,0,0,-0.496,56.08
"2016-07-25 22:00:00",1020.623,12.93,0,89.2,0,0,-0.27,56.2
"2016-07-25 21:00:00",1020.761,12.94,0,86.5,0,0,-0.021,57.68
"2016-07-25 20:00:00",1020.759,12.95,0,82.9,0,0,0.404,59.47
"2016-07-25 19:00:00",1020.292,12.98,0,77.51,0,0,4.502,62.32
"2016-07-25 18:00:00",1019.663,13.05,0,66,0,0,5.625,66.27
"2016-07-25 17:00:00",1019.032,13.26,0,54.93,0,0,6.032,72.31
"2016-07-25 16:00:00",1018.843,13.39,0,49.21,0,0,6.697,75.27
"2016-07-25 15:00:00",1019.032,13.51,0,47.57,0,0,7.646,75.7
"2016-07-25 14:00:00",1019.032,13.63,0,50.1,0,0,7.893,75.89
"2016-07-25 13:00:00",1019.095,13.71,0,49.14,0,0,7.332,77.74
"2016-07-25 12:00:00",1019.284,13.67,0,52.02,0,0,5.952,74.78
"2016-07-25 11:00:00",1019.536,13.57,0,49.73,0,0,6.272,75.27
"2016-07-25 10:00:00",1019.663,13.39,0,50.99,0,0,6.57,73.97
"2016-07-25 09:00:00",1019.915,13.19,0,57.02,0,0,6.636,70.21
"2016-07-25 08:00:00",1020.031,12.93,0,62.67,0,0,6.331,68.48
"2016-07-25 07:00:00",1020.229,12.9,0,70.4,0,0,6.877,64.76
"2016-07-25 06:00:00",1020.234,12.87,0,76.36,0,0,6.938,61.87
"2016-07-25 05:00:00",1020.24,12.86,0,93.7,0,0,5.338,52.07
"2016-07-25 04:00:00",1019.873,12.86,0,93.5,0,0,2.93,51.39
"2016-07-25 03:00:00",1019.736,12.87,0,93.1,0,0,-0.1,51.02
"2016-07-25 02:00:00",1019.497,12.88,0,91.4,0,0,-0.094,51.58
"2016-07-25 01:00:00",1019.11,12.89,0,91.9,0,0,-0.056,51.7
"2016-07-25 00:00:00",1019.113,12.9,0,91.9,0,0,-0.032,52.19
"2016-07-24 23:00:00",1019.244,12.91,0,91,0,0,-0.02,53.12
"2016-07-24 22:00:00",1019.376,12.92,0,89.7,0,0,-0.02,54.17
"2016-07-24 21:00:00",1019.36,12.93,0,88.1,0,0,-0.019,55.15
"2016-07-24 20:00:00",1019.62,12.95,0,84.3,0,0,0.359,57.43
"2016-07-24 19:00:00",1019.269,12.98,0,77.06,0,0,4.596,60.65
"2016-07-24 18:00:00",1019.032,13.05,0,71.17,0,0,5.584,63.8
"2016-07-24 17:00:00",1018.591,13.28,0,54.62,0,0,6.376,70.46
"2016-07-24 16:00:00",1018.78,13.44,0,46.57,0,0,6.778,73.97
"2016-07-24 15:00:00",1019.032,13.55,0,34.17,0,0,7.77,75.27
"2016-07-24 14:00:00",1019.284,13.66,0,45.72,0,0,7.996,77
"2016-07-24 13:00:00",1019.663,13.71,0,53.25,0,0,7.859,73.11
"2016-07-24 12:00:00",1019.663,13.68,0,50.03,0,0,7.82,73.97
"2016-07-24 11:00:00",1020.164,13.57,0,52.16,0,0,7.875,71.57
"2016-07-24 10:00:00",1020.041,13.42,0,53.91,0,0,7.933,69.47
"2016-07-24 09:00:00",1020.281,13.16,0,34.48,0,0,7.934,74.22
"2016-07-24 08:00:00",1020.484,12.88,0,48,0,0,7.855,69.45
"2016-07-24 07:00:00",1020.879,12.82,0,62.96,0,0,8.04,63.76
"2016-07-24 06:00:00",1021.374,12.82,0,69.04,0,0,7.265,58.97
"2016-07-24 05:00:00",1021.5,12.82,0,95.4,0,0,5.608,44.67
"2016-07-24 04:00:00",1021.5,12.83,0,94.9,0,0,3.291,44.67
"2016-07-24 03:00:00",1021.626,12.84,0,94.2,0,0,-0.005,45.84
"2016-07-24 02:00:00",1021.626,12.86,0,92.2,0,0,-0.026,49.66
"2016-07-24 01:00:00",1022.004,12.87,0,93.9,0,0,-0.028,50.28
"2016-07-24 00:00:00",1022.256,12.88,0,94.2,0,0,-0.028,50.4
"2016-07-23 23:00:00",1022.76,12.9,0,94,0,0,-0.028,50.77
"2016-07-23 22:00:00",1023.018,12.91,0,93.9,0,0,-0.029,50.53
"2016-07-23 21:00:00",1023.394,12.92,0,93.5,0,0,-0.029,49.73
"2016-07-23 20:00:00",1023.646,12.94,0,91.1,0,0,0.64,51.08
"2016-07-23 19:00:00",1023.517,12.97,0,88.1,0,0,4.882,52.62
"2016-07-23 18:00:00",1023.402,13.03,0,80.4,0,0,6.186,55.52
"2016-07-23 17:00:00",1023.265,13.14,0,70.78,0,0,7.198,59.16
"2016-07-23 16:00:00",1023.659,13.27,0,68.35,0,0,7.634,59.22
"2016-07-23 15:00:00",1023.652,13.55,0,65.27,0,0,8.03,61.01
"2016-07-23 14:00:00",1024.033,13.8,0,58.18,0,0,8.15,64.53
"2016-07-23 13:00:00",1024.009,13.97,0,59.85,0,0,8.14,64.58
"2016-07-23 12:00:00",1024.125,13.75,0,63.89,0,0,8.16,62.42
"2016-07-23 11:00:00",1024.504,13.34,0,70.5,0,0,8.36,59.27
"2016-07-23 10:00:00",1024.506,13.16,0,75.16,0,0,8.35,56.69
"2016-07-23 09:00:00",1024.771,13.03,0,79.38,0,0,8.29,54.78
"2016-07-23 08:00:00",1024.651,12.88,0,83.4,0,0,8.17,52.81
"2016-07-23 07:00:00",1024.777,12.75,0,92.3,0,0,7.519,50.53
"2016-07-23 06:00:00",1024.462,12.72,0,94.3,0,0,6.845,50.22
"2016-07-23 05:00:00",1024.21,12.7,0,95.3,0,0,5.569,48.98
"2016-07-23 04:00:00",1024.021,12.7,0,95.5,0,0,2.677,49.05
"2016-07-23 03:00:00",1024.021,12.7,0,95.5,0,0,-0.028,49.11
"2016-07-23 02:00:00",1024.399,12.7,0,94.9,0,0,-0.035,49.6
"2016-07-23 01:00:00",1024.399,12.7,0,95.3,0,0,-0.037,50.16
"2016-07-23 00:00:00",1024.651,12.7,0,95.4,0,0,-0.037,50.46
"2016-07-22 23:00:00",1024.903,12.7,0,95.1,0,0,-0.04,50.59
"2016-07-22 22:00:00",1025.155,12.71,0.01,94.9,0,0,-0.043,51.14
"2016-07-22 21:00:00",1025.407,12.71,0,93.6,0,0,-0.041,51.57
"2016-07-22 20:00:00",1025.659,12.71,0,93.3,0,0,0.12,51.88
"2016-07-22 19:00:00",1025.281,12.72,0,93.1,0,0,4.691,52.19
"2016-07-22 18:00:00",1025.281,12.73,0,90.8,0,0,5.752,53.05
"2016-07-22 17:00:00",1025.281,12.76,0,90.7,0,0,6.535,54.04
"2016-07-22 16:00:00",1025.281,12.82,0,87.2,0,0,7.329,54.66
"2016-07-22 15:00:00",1025.533,12.83,0,89.3,0,0,7.723,53.98
"2016-07-22 14:00:00",1025.659,12.79,0,91.8,0,0,7.228,52.81
"2016-07-22 13:00:00",1025.785,12.81,0.01,89.3,0,0,7.499,52.87
"2016-07-22 12:00:00",1025.47,12.81,0,87.4,0,0,7.335,52.81
"2016-07-22 11:00:00",1025.092,12.82,0,83.5,0,0,7.569,53.42
"2016-07-22 10:00:00",1024.714,12.83,0,83.5,0,0,7.482,52.68
"2016-07-22 09:00:00",1024.273,12.85,0,86.6,0,0,7.786,52.56
"2016-07-22 08:00:00",1023.769,12.81,0,88.7,0,0,7.421,52.81
"2016-07-22 07:00:00",1023.264,12.79,0,94,0,0,6.867,52.13
"2016-07-22 06:00:00",1023.138,12.77,0.02,93.2,0,0,5.132,51.64
"2016-07-22 05:00:00",1022.76,12.79,0,90.7,0,0,5.12,51.64
"2016-07-22 04:00:00",1022.067,12.79,0,90.8,0,0,2.081,52.44
"2016-07-22 03:00:00",1021.752,12.8,0,93.7,0,0,-0.038,52.19
"2016-07-22 02:00:00",1021.249,12.81,0,93.3,0,0,-0.042,52.87
"2016-07-22 01:00:00",1021.25,12.82,0,92.3,0,0,-0.041,53.61
"2016-07-22 00:00:00",1021.501,12.83,0,91.6,0,0,-0.04,54.16
"2016-07-21 23:00:00",1021.005,12.84,0,92.3,0,0,-0.043,53.92
"2016-07-21 22:00:00",1020.823,12.86,0,91.7,0,0,-0.041,54.48
"2016-07-21 21:00:00",1020.557,12.88,0,88.1,0,0,-0.044,54.66
"2016-07-21 20:00:00",1020.253,12.9,0,85.2,0,0,0.466,56.7
"2016-07-21 19:00:00",1019.864,12.91,0,77.33,0,0,4.418,60.39
"2016-07-21 18:00:00",1019.868,12.95,0,72.98,0,0,6.614,62.8
"2016-07-21 17:00:00",1019.122,13.01,0,65.13,0,0,7.341,64.9
"2016-07-21 16:00:00",1019,12.99,0,69.55,0,0,7.239,65.45
"2016-07-21 15:00:00",1018.654,13.03,0,66.44,0,0,6.956,66.08
"2016-07-21 14:00:00",1019.032,13.16,0,54.32,0,0,7.521,69.29
"2016-07-21 13:00:00",1017.898,13.26,0,53.94,0,0,7.704,70.4
"2016-07-21 12:00:00",1018.087,13.48,0,48.63,0,0,7.882,72.56
"2016-07-21 11:00:00",1018.024,13.46,0,53.49,0,0,7.762,70.95
"2016-07-21 10:00:00",1018.276,13.45,0,30.03,0,0,7.833,79.46
"2016-07-21 09:00:00",1018.654,13.2,0,31.47,0,0,7.931,78.35
"2016-07-21 08:00:00",1018.925,12.93,0,33.79,0,0,7.841,76.61
"2016-07-21 07:00:00",1019.71,12.87,0,51.53,0,0,8.04,67.97
"2016-07-21 06:00:00",1020.113,12.87,0,65.61,0,0,7.277,61.5
"2016-07-21 05:00:00",1020.114,12.86,0,93.7,0,0,5.59,47.94
"2016-07-21 04:00:00",1019.987,12.86,0,93.4,0,0,3.424,46.95
"2016-07-21 03:00:00",1019.798,12.87,0,92.2,0,0,-0.144,47.13
"2016-07-21 02:00:00",1019.866,12.88,0,93.2,0,0,-0.171,47.57
"2016-07-21 01:00:00",1020.05,12.89,0,93.8,0,0,-0.16,48.49
"2016-07-21 00:00:00",1020.12,12.9,0,92.8,0,0,-0.145,49.11
"2016-07-20 23:00:00",1020.371,12.91,0,90.5,0,0,-0.143,49.73
"2016-07-20 22:00:00",1020.495,12.93,0,89.2,0,0,-0.146,51.08
"2016-07-20 21:00:00",1020.515,12.94,0,87.6,0,0,-0.146,52.32
"2016-07-20 20:00:00",1020.693,12.96,0,84,0,0,0.593,54.41
"2016-07-20 19:00:00",1020.243,12.98,0,79.11,0,0,4.757,57.31
"2016-07-20 18:00:00",1020.208,13.06,0,67.6,0,0,5.716,61.88
"2016-07-20 17:00:00",1019.789,13.28,0,52.16,0,0,6.403,67.19
"2016-07-20 16:00:00",1020.041,13.48,0,43.97,0,0,6.865,71.2
"2016-07-20 15:00:00",1020.29,13.66,0,42.74,0,0,7.866,71.57
"2016-07-20 14:00:00",1020.271,13.77,0,40.1,0,0,8.01,71.62
"2016-07-20 13:00:00",1020.687,13.61,0,44.14,0,0,7.87,68.78
"2016-07-20 12:00:00",1020.758,13.72,0,46.74,0,0,7.847,68.66
"2016-07-20 11:00:00",1020.748,13.64,0,49.92,0,0,7.901,68.28
"2016-07-20 10:00:00",1021.003,13.47,0,50.44,0,0,8.03,67.91
"2016-07-20 09:00:00",1021,13.15,0,50.23,0,0,8.01,68.22
"2016-07-20 08:00:00",1020.855,12.84,0,66.05,0,0,7.88,62.24
"2016-07-20 07:00:00",1020.942,12.79,0,64.88,0,0,8,64.26
"2016-07-20 06:00:00",1021.248,12.79,0,82.3,0,0,7.28,55.09
"2016-07-20 05:00:00",1021.248,12.79,0,95.3,0,0,5.651,46.4
"2016-07-20 04:00:00",1020.995,12.8,0,95.2,0,0,3.355,46.03
"2016-07-20 03:00:00",1020.869,12.82,0,95.3,0,0,-0.143,47.44
"2016-07-20 02:00:00",1020.743,12.83,0,95.4,0,0,-0.175,49.23
"2016-07-20 01:00:00",1020.869,12.85,0,95.4,0,0,-0.167,49.66
"2016-07-20 00:00:00",1020.995,12.87,0,95.1,0,0,-0.155,49.35
"2016-07-19 23:00:00",1020.995,12.88,0,95.1,0,0,-0.149,49.29
"2016-07-19 22:00:00",1020.869,12.89,0,93.5,0,0,-0.145,48.92
"2016-07-19 21:00:00",1020.87,12.91,0,92.7,0,0,-0.152,49.85
"2016-07-19 20:00:00",1020.743,12.93,0,89.5,0,0,0.584,51.45
"2016-07-19 19:00:00",1020.24,12.96,0,85,0,0,4.782,54.41
"2016-07-19 18:00:00",1019.613,13.03,0,79.19,0,0,5.255,56.97
"2016-07-19 17:00:00",1019.738,13.25,0,65.65,0,0,6.92,61.07
"2016-07-19 16:00:00",1019.611,13.19,0,55.85,0,0,6.983,63.35
"2016-07-19 15:00:00",1019.864,13.31,0,55.81,0,0,7.513,65.08
"2016-07-19 14:00:00",1020.18,13.38,0,61.4,0,0,7.69,61.38
"2016-07-19 13:00:00",1019.986,13.85,0,57.08,0,0,7.983,64.58
"2016-07-19 12:00:00",1020.222,13.68,0,61.15,0,0,7.945,62.79
"2016-07-19 11:00:00",1020.082,13.45,0,59.78,0,0,7.973,64.2
"2016-07-19 10:00:00",1020.201,13.23,0,66.29,0,0,8.09,62.6
"2016-07-19 09:00:00",1020.207,13.06,0,74.95,0,0,7.918,58.1
"2016-07-19 08:00:00",1020.346,12.93,0,85.4,0,0,7.994,55.02
"2016-07-19 07:00:00",1020.612,12.79,0,92.2,0,0,7.452,52.13
"2016-07-19 06:00:00",1020.486,12.75,0,92.6,0,0,6.91,51.45
"2016-07-19 05:00:00",1020.113,12.72,0,95.6,0,0,5.248,50.16
"2016-07-19 04:00:00",1019.861,12.72,0,96.6,0,0,2.749,50.03
"2016-07-19 03:00:00",1019.735,12.72,0,96.5,0,0,-0.115,50.34
"2016-07-19 02:00:00",1019.231,12.72,0,96.3,0,0,-0.144,50.83
"2016-07-19 01:00:00",1019.105,12.72,0,95.8,0,0,-0.13,52.13
"2016-07-19 00:00:00",1018.979,12.73,0,95.6,0,0,-0.131,52.25
"2016-07-18 23:00:00",1019.105,12.73,0,95.2,0,0,-0.128,51.76
"2016-07-18 22:00:00",1019.356,12.74,0,94.7,0,0,-0.126,52.75
"2016-07-18 21:00:00",1019.608,12.75,0,94.6,0,0,-0.124,53.05
"2016-07-18 20:00:00",1019.356,12.78,0,91.4,0,0,0.213,53.61
"2016-07-18 19:00:00",1018.726,12.83,0,92.8,0,0,4.629,54.1
"2016-07-18 18:00:00",1018.476,12.92,0,91,0,0,6.355,55.27
"2016-07-18 17:00:00",1018.409,13.01,0,89.5,0,0,6.884,56.07
"2016-07-18 16:00:00",1018.214,13.28,0,82.5,0,0,7.867,57.06
"2016-07-18 15:00:00",1018.198,13.35,0.01,86.9,0,0,8.05,57.79
"2016-07-18 14:00:00",1017.963,12.91,0,90.5,0,0,7.955,56.07
"2016-07-18 13:00:00",1017.718,12.81,0.03,94.6,0,0,7.421,55.03
"2016-07-18 12:00:00",1017.97,12.77,0.15,94.9,0,0,6.48,54.66
"2016-07-18 11:00:00",1017.718,12.79,0.04,94.4,0,0,5.77,55.09
"2016-07-18 10:00:00",1016.841,12.91,0,88.9,0,0,6.69,55.95
"2016-07-18 09:00:00",1015.827,13,0,83.1,0,0,7.688,58.48
"2016-07-18 08:00:00",1015.685,12.92,0,85.1,0,0,7.498,57.36
"2016-07-18 07:00:00",1016.18,12.85,0,86.5,0,0,7.76,57.42
"2016-07-18 06:00:00",1016.077,12.8,0,74.17,0,0,7.251,61.62
"2016-07-18 05:00:00",1016.08,12.78,0,92,0,0,6.43,52.19
"2016-07-18 04:00:00",1015.701,12.77,0,94.6,0,0,3.874,49.66
"2016-07-18 03:00:00",1015.581,12.79,0,92.8,0,0,-0.11,49.85
"2016-07-18 02:00:00",1015.323,12.81,0,94.2,0,0,-0.179,50.22
"2016-07-18 01:00:00",1015.197,12.83,0,95,0,0,-0.176,49.85
"2016-07-18 00:00:00",1015.451,12.85,0,94.7,0,0,-0.167,51.33
"2016-07-17 23:00:00",1016.08,12.87,0,92.3,0,0,-0.157,53.55
"2016-07-17 22:00:00",1016.2,12.89,0,89.8,0,0,-0.154,55.7
"2016-07-17 21:00:00",1016.209,12.9,0,91.5,0,0,-0.151,56.57
"2016-07-17 20:00:00",1016.084,12.92,0,92.4,0,0,0.529,57
"2016-07-17 19:00:00",1015.956,12.95,0,90.9,0,0,5.065,56.94
"2016-07-17 18:00:00",1015.712,13.04,0,86.2,0,0,6.144,58.61
"2016-07-17 17:00:00",1015.078,13.22,0,78.35,0,0,7.27,62.24
"2016-07-17 16:00:00",1015.708,13.21,0,80.9,0,0,7.721,60.82
"2016-07-17 15:00:00",1015.959,13.09,0,84.2,0,0,7.728,58.79
"2016-07-17 14:00:00",1016.214,13.08,0,82.9,0,0,7.7,60.09
"2016-07-17 13:00:00",1015.905,13.11,0,80.6,0,0,7.5,59.9
"2016-07-17 12:00:00",1015.221,13.56,0,76.13,0,0,7.815,60.83
"2016-07-17 11:00:00",1014.794,13.65,0,56.2,0,0,7.769,69.65
"2016-07-17 10:00:00",1015.33,13.44,0,45.16,0,0,7.893,72.91
"2016-07-17 09:00:00",1015.696,13.16,0,47.46,0,0,7.906,72.1
"2016-07-17 08:00:00",1016.035,12.86,0,65.09,0,0,7.771,62.6
"2016-07-17 07:00:00",1016.409,12.82,0,74.54,0,0,7.894,58.46
"2016-07-17 06:00:00",1016.709,12.8,0,89.6,0,0,6.941,52.99
"2016-07-17 05:00:00",1016.773,12.77,0,94.4,0,0,5.326,51.33
"2016-07-17 04:00:00",1016.71,12.77,0,95.2,0,0,2.368,51.08
"2016-07-17 03:00:00",1016.83,12.77,0,93.3,0,0,-0.124,51.76
"2016-07-17 02:00:00",1016.71,12.79,0,92,0,0,-0.145,52.25
"2016-07-17 01:00:00",1016.96,12.8,0,91.5,0,0,-0.145,52.44
"2016-07-17 00:00:00",1017.211,12.82,0,91.5,0,0,-0.145,52.62
"2016-07-16 23:00:00",1017.465,12.85,0,91.1,0,0,-0.142,52.93
"2016-07-16 22:00:00",1017.715,12.87,0,91.6,0,0,-0.138,53.18
"2016-07-16 21:00:00",1017.97,12.89,0,92.2,0,0,-0.139,53.36
"2016-07-16 20:00:00",1018.096,12.91,0,91.9,0,0,0.837,52.87
"2016-07-16 19:00:00",1018.033,12.94,0,88.6,0,0,4.69,54.1
"2016-07-16 18:00:00",1017.825,12.98,0,83,0,0,5.523,56.32
"2016-07-16 17:00:00",1018.094,13.04,0,76.47,0,0,6.738,58.23
"2016-07-16 16:00:00",1017.98,13.14,0,70.65,0,0,7.395,59.47
"2016-07-16 15:00:00",1018.103,13.18,0,69.83,0,0,7.791,59.84
"2016-07-16 14:00:00",1018.349,13.17,0,69.17,0,0,7.698,59.4
"2016-07-16 13:00:00",1018.224,13.42,0,68.18,0,0,7.812,59.84
"2016-07-16 12:00:00",1018.325,13.73,0,63.65,0,0,7.942,62.85
"2016-07-16 11:00:00",1018.425,13.53,0,63.85,0,0,8.01,63.89
"2016-07-16 10:00:00",1018.81,13.39,0,71.22,0,0,8.03,59.95
"2016-07-16 09:00:00",1019.222,13.05,0,87.4,0,0,7.991,53.24
"2016-07-16 08:00:00",1019.357,12.85,0,93.7,0,0,7.295,50.22
"2016-07-16 07:00:00",1019.357,12.82,0,94.8,0,0,6.793,49.42
"2016-07-16 06:00:00",1019.357,12.8,0,95.4,0,0,5.964,49.23
"2016-07-16 05:00:00",1019.231,12.8,0,94.7,0,0,4.521,49.79
"2016-07-16 04:00:00",1018.853,12.8,0,93.1,0,0,1.844,50.53
"2016-07-16 03:00:00",1018.979,12.8,0,92.6,0,0,-0.201,50.65
"2016-07-16 02:00:00",1018.979,12.81,0,92,0,0,-0.212,51.02
"2016-07-16 01:00:00",1019.105,12.81,0,91,0,0,-0.208,51.27
"2016-07-16 00:00:00",1019.483,12.82,0,88.5,0,0,-0.207,51.45
"2016-07-15 23:00:00",1019.609,12.83,0,86.8,0,0,-0.204,51.64
"2016-07-15 22:00:00",1020.05,12.83,0,85,0,0,-0.2,51.94
"2016-07-15 21:00:00",1020.238,12.85,0,84.7,0,0,-0.187,51.94
"2016-07-15 20:00:00",1020.176,12.87,0,83.4,0,0,0.844,52.13
"2016-07-15 19:00:00",1020.108,12.9,0,77.84,0,0,4.644,53.79
"2016-07-15 18:00:00",1020.238,12.94,0,69.24,0,0,6.368,55.77
"2016-07-15 17:00:00",1020.302,13.02,0,69.76,0,0,6.864,56.26
"2016-07-15 16:00:00",1020.489,13.06,0,64.96,0,0,7.472,57.49
"2016-07-15 15:00:00",1020.739,13.1,0,65.58,0,0,7.546,56.75
"2016-07-15 14:00:00",1020.984,13.13,0,64.61,0,0,7.476,57.37
"2016-07-15 13:00:00",1020.99,13.26,0,64.89,0,0,7.772,57.49
"2016-07-15 12:00:00",1021.352,13.25,0,61.67,0,0,7.793,57.61
"2016-07-15 11:00:00",1021.345,13.48,0,58.21,0,0,7.938,57.85
"2016-07-15 10:00:00",1021.33,13.47,0,64.68,0,0,7.985,57.17
"2016-07-15 09:00:00",1021.488,13.13,0,68.42,0,0,7.934,54.41
"2016-07-15 08:00:00",1021.745,12.97,0,80.1,0,0,7.562,51.76
"2016-07-15 07:00:00",1021.878,12.9,0,86.5,0,0,6.953,49.35
"2016-07-15 06:00:00",1021.626,12.88,0,89.8,0,0,6.431,48.43
"2016-07-15 05:00:00",1021.374,12.87,0,89.6,0,0,5.555,47.87
"2016-07-15 04:00:00",1020.995,12.88,0,95.2,0,0,3.348,46.77
"2016-07-15 03:00:00",1021,12.89,0,95.6,0,0,-0.151,45.96
"2016-07-15 02:00:00",1020.932,12.9,0,94.6,0,0,-0.223,45.96
"2016-07-15 01:00:00",1021.122,12.91,0,93.6,0,0,-0.222,46.89
"2016-07-15 00:00:00",1021.248,12.92,0,89.8,0,0,-0.223,47.87
"2016-07-14 23:00:00",1021.5,12.93,0,86.6,0,0,-0.222,49.85
"2016-07-14 22:00:00",1021.689,12.94,0,86.6,0,0,-0.221,50.9
"2016-07-14 21:00:00",1021.815,12.95,0,85.9,0,0,-0.225,51.7
"2016-07-14 20:00:00",1021.752,12.97,0,74.93,0,0,0.592,54.6
"2016-07-14 19:00:00",1021.378,13,0,64.24,0,0,4.739,57.37
"2016-07-14 18:00:00",1021.513,13.07,0,57.12,0,0,6.256,58.42
"2016-07-14 17:00:00",1021.756,13.27,0,55.06,0,0,6.867,60.02
"2016-07-14 16:00:00",1021.943,13.5,0,49.34,0,0,6.953,62.61
"2016-07-14 15:00:00",1022.266,13.76,0,43.83,0,0,7.65,66.19
"2016-07-14 14:00:00",1022.512,13.9,0,47.25,0,0,7.88,65.76
"2016-07-14 13:00:00",1022.7,14.07,0,48.31,0,0,7.818,65.76
"2016-07-14 12:00:00",1022.885,14.08,0,50.64,0,0,7.795,65.14
"2016-07-14 11:00:00",1023.135,13.9,0,50.09,0,0,7.78,64.46
"2016-07-14 10:00:00",1023.381,13.59,0,53.38,0,0,7.839,62.98
"2016-07-14 09:00:00",1023.628,13.22,0,55.09,0,0,7.827,62.42
"2016-07-14 08:00:00",1023.471,12.92,0,60.26,0,0,7.687,61.98
"2016-07-14 07:00:00",1023.714,12.87,0,63.85,0,0,7.738,61.05
"2016-07-14 06:00:00",1024.021,12.86,0,77.98,0,0,7.095,54.66
"2016-07-14 05:00:00",1024.021,12.85,0,96.2,0,0,5.439,43.31
"2016-07-14 04:00:00",1023.769,12.85,0,95.9,0,0,3.797,42.39
"2016-07-14 03:00:00",1023.895,12.86,0,96,0,0,-0.177,42.88
"2016-07-14 02:00:00",1024.021,12.87,0,95.8,0,0,-0.296,43.44
"2016-07-14 01:00:00",1024.147,12.88,0,95.8,0,0,-0.304,44.11
"2016-07-14 00:00:00",1024.147,12.9,0,95.5,0,0,-0.311,44.79
"2016-07-13 23:00:00",1024.273,12.91,0,94.8,0,0,-0.32,45.41
"2016-07-13 22:00:00",1024.399,12.92,0,94,0,0,-0.323,46.58
"2016-07-13 21:00:00",1024.783,12.94,0,92.6,0,0,-0.333,47.69
"2016-07-13 20:00:00",1024.777,12.96,0,90.9,0,0,0.883,49.29
"2016-07-13 19:00:00",1024.272,12.99,0,85.9,0,0,4.767,52.07
"2016-07-13 18:00:00",1024.032,13.07,0,75.99,0,0,5.543,56.02
"2016-07-13 17:00:00",1023.401,13.3,0,63.76,0,0,6.217,59.28
"2016-07-13 16:00:00",1023.269,13.53,0,55.82,0,0,6.684,63.48
"2016-07-13 15:00:00",1023.52,13.73,0,56.47,0,0,7.5,63.47
"2016-07-13 14:00:00",1023.641,13.93,0,59.58,0,0,7.715,63.78
"2016-07-13 13:00:00",1023.735,14,0,57.66,0,0,7.491,63.89
"2016-07-13 12:00:00",1023.59,13.96,0,56.32,0,0,7.305,64.32
"2016-07-13 11:00:00",1023.969,13.5,0,66.01,0,0,7.152,61.24
"2016-07-13 10:00:00",1023.849,13.2,0,74.99,0,0,6.942,56.99
"2016-07-13 09:00:00",1023.867,13.05,0,84.6,0,0,5.904,54.03
"2016-07-13 08:00:00",1023.748,12.92,0,90.5,0,0,5.498,52.25
"2016-07-13 07:00:00",1023.502,12.81,0,93.8,0,0,5.463,51.94
"2016-07-13 06:00:00",1023.264,12.73,0,95.8,0,0,4.939,49.79
"2016-07-13 05:00:00",1023.075,12.71,0,96.6,0,0,4.448,49.6
"2016-07-13 04:00:00",1022.76,12.7,0,96.8,0,0,2.407,48.74
"2016-07-13 03:00:00",1022.508,12.7,0,96.5,0,0,-0.112,49.11
"2016-07-13 02:00:00",1022.256,12.7,0.01,96.8,0,0,-0.161,49.11
"2016-07-13 01:00:00",1022.13,12.7,0,96.3,0,0,-0.156,49.29
"2016-07-13 00:00:00",1021.75,12.7,0.02,95.9,0,0,-0.154,49.85
"2016-07-12 23:00:00",1021.752,12.7,0.04,95.8,0,0,-0.293,50.71
"2016-07-12 22:00:00",1021.499,12.71,0.01,95.7,0,0,-0.324,51.7
"2016-07-12 21:00:00",1021.373,12.71,0,95.4,0,0,-0.324,51.57
"2016-07-12 20:00:00",1021.247,12.73,0.01,94.8,0,0,0.435,52.13
"2016-07-12 19:00:00",1020.488,12.77,0,92.7,0,0,4.686,52.68
"2016-07-12 18:00:00",1020.109,12.84,0,90.1,0,0,5.507,53.24
"2016-07-12 17:00:00",1019.851,12.92,0.01,88.4,0,0,6.404,54.35
"2016-07-12 16:00:00",1019.192,13.12,0,66.97,0,0,7.176,57.42
"2016-07-12 15:00:00",1019.08,13.13,0,65.74,0,0,7.561,58.35
"2016-07-12 14:00:00",1018.945,13.06,0,66.94,0,0,7.484,59.09
"2016-07-12 13:00:00",1018.739,13.12,0,63.75,0,0,7.623,58.96
"2016-07-12 12:00:00",1018.692,13,0,75.36,0,0,7.511,56.62
"2016-07-12 11:00:00",1018.434,12.97,0,77.59,0,0,7.478,56.12
"2016-07-12 10:00:00",1017.947,12.97,0,82.9,0,0,7.573,54.22
"2016-07-12 09:00:00",1017.687,12.86,0,84.3,0,0,7.445,53.54
"2016-07-12 08:00:00",1017.391,12.79,0,87,0,0,7.161,52.06
"2016-07-12 07:00:00",1016.96,12.76,0,87.7,0,0,6.922,51.7
"2016-07-12 06:00:00",1016.71,12.74,0,90.1,0,0,6.485,50.77
"2016-07-12 05:00:00",1016.332,12.72,0,93.7,0,0,5.511,49.6
"2016-07-12 04:00:00",1016.079,12.72,0,95.4,0,0,2.412,48.12
"2016-07-12 03:00:00",1015.449,12.74,0,95.3,0,0,-0.287,48.12
"2016-07-12 02:00:00",1015.449,12.77,0,94.9,0,0,-0.365,47.57
"2016-07-12 01:00:00",1015.701,12.8,0,93.6,0,0,-0.367,48.37
