Date/Time (PST),Barometric Pressure  (mb) ,"Precipitation  ("") ",Relative Humidity  (%) ,"24 Hour Snow  ("") ",Temperature  (deg F) 
2019-03-16 13:00:00,1024.407,0.0,38.2,-0.163,50.22
2019-03-16 14:00:00,1024.092,0.0,38.48,-0.163,50.65
2019-03-16 15:00:00,1024.092,0.0,39.06,-0.298,50.46
2019-03-16 16:00:00,1024.092,0.0,41.76,-0.096,48.49
2019-03-16 17:00:00,1023.966,0.0,53.68,-0.096,43.56
2019-03-16 18:00:00,1024.286,0.0,68.96,0.038,38.63
2019-03-16 19:00:00,1024.651,0.0,82.3,0.099,35.13
2019-03-16 20:00:00,1024.84,0.0,83.6,-0.036,34.39
2019-03-16 21:00:00,1024.777,0.0,81.9,-0.036,33.58
2019-03-16 22:00:00,1024.903,0.0,85.3,-0.036,32.78
2019-03-16 23:00:00,1025.03,0.0,87.0,-0.036,32.35
2019-03-17 00:00:00,1025.156,0.0,87.9,-0.036,31.8
2019-03-17 01:00:00,1025.287,0.0,87.7,-0.038,30.75
2019-03-17 02:00:00,1025.289,0.0,88.9,-0.039,29.52
2019-03-17 03:00:00,1025.316,0.0,94.6,0.096,28.17
2019-03-17 04:00:00,1025.328,0.0,94.4,0.093,27.74
2019-03-17 05:00:00,1025.447,0.0,94.2,-0.042,27.3
2019-03-17 06:00:00,1025.7,0.0,95.4,28.01,27.0
2019-03-17 07:00:00,1025.955,0.0,95.5,28.62,26.94
2019-03-17 08:00:00,1026.344,0.0,89.5,28.21,29.96
2019-03-17 09:00:00,1026.631,0.0,53.82,-0.369,43.44
2019-03-17 10:00:00,1026.487,0.0,41.97,-0.433,49.6
2019-03-17 11:00:00,1026.235,0.0,43.27,-0.365,50.22
2019-03-17 12:00:00,1025.983,0.0,39.95,-0.365,53.24
2019-03-17 13:00:00,1025.605,0.0,34.33,-0.365,55.83
2019-03-17 14:00:00,1025.101,0.0,36.56,-0.298,55.89
2019-03-17 15:00:00,1024.974,0.0,34.71,-0.433,55.39
2019-03-17 16:00:00,1025.101,0.0,35.87,-0.365,52.74
2019-03-17 17:00:00,1025.101,0.0,40.5,-0.096,49.66
2019-03-17 18:00:00,1025.606,0.0,66.97,-0.028,40.23
2019-03-17 19:00:00,1025.785,0.0,77.6,-0.036,35.37
2019-03-17 20:00:00,1025.848,0.0,83.1,-0.036,32.97
2019-03-17 21:00:00,1026.04,0.0,87.3,-0.038,31.92
2019-03-17 22:00:00,1026.316,0.0,86.3,-0.04,31.99
2019-03-17 23:00:00,1026.198,0.0,88.5,-0.042,30.63
2019-03-18 00:00:00,1025.829,0.0,92.6,0.16,29.15
2019-03-18 01:00:00,1025.577,0.0,96.2,-0.043,28.04
2019-03-18 02:00:00,1025.316,0.0,96.2,-0.041,28.17
2019-03-18 03:00:00,1025.195,0.0,98.4,-0.041,27.55
2019-03-18 04:00:00,1025.194,0.0,96.8,28.62,27.3
2019-03-18 05:00:00,1025.327,0.0,97.5,28.62,26.94
2019-03-18 06:00:00,1025.323,0.0,97.7,28.69,26.38
2019-03-18 07:00:00,1025.199,0.0,98.1,28.69,26.93
2019-03-18 08:00:00,1025.077,0.0,90.7,28.62,30.27
2019-03-18 09:00:00,1024.83,0.0,53.14,-0.302,43.51
2019-03-18 10:00:00,1024.218,0.0,38.92,-0.298,51.7
2019-03-18 11:00:00,1023.588,0.0,39.16,-0.163,50.96
2019-03-18 12:00:00,1023.21,0.0,29.13,-0.163,54.9
2019-03-18 13:00:00,1022.706,0.0,32.26,-0.163,54.99
2019-03-18 14:00:00,1022.454,0.0,32.09,-0.163,54.32
2019-03-18 15:00:00,1022.58,0.0,33.53,-0.298,54.81
2019-03-18 16:00:00,1022.454,0.0,34.45,-0.096,53.7
2019-03-18 17:00:00,1022.202,0.0,37.09,0.107,51.6
2019-03-18 18:00:00,1022.454,0.0,54.52,-0.028,43.71
2019-03-18 19:00:00,1022.634,0.0,67.27,-0.036,38.12
2019-03-18 20:00:00,1022.886,0.0,77.34,0.099,34.85
2019-03-18 21:00:00,1023.021,0.0,79.19,0.097,33.86
2019-03-18 22:00:00,1023.097,0.0,83.8,-0.038,32.57
2019-03-18 23:00:00,1023.3,0.0,83.4,-0.106,32.51
2019-03-19 00:00:00,1023.181,0.0,83.5,-0.041,31.78
2019-03-19 01:00:00,1023.303,0.0,86.4,0.092,31.03
2019-03-19 02:00:00,1023.291,0.0,83.8,-0.042,30.79
2019-03-19 03:00:00,1023.052,0.0,82.1,0.231,30.42
2019-03-19 04:00:00,1022.679,0.0,85.8,-0.042,29.56
2019-03-19 05:00:00,1022.419,0.0,85.4,-0.042,29.74
2019-03-19 06:00:00,1022.293,0.0,85.5,0.093,29.68
2019-03-19 07:00:00,1021.985,0.0,84.2,-0.044,29.25
2019-03-19 08:00:00,1021.788,0.0,70.29,-0.043,33.75
2019-03-19 09:00:00,1021.326,0.0,45.14,-0.164,45.26
2019-03-19 10:00:00,1020.69,0.0,32.6,-0.298,54.38
2019-03-19 11:00:00,1020.185,0.0,29.97,-0.163,55.55
2019-03-19 12:00:00,1020.185,0.0,27.19,-0.163,57.27
2019-03-19 13:00:00,1019.933,0.0,25.75,0.039,57.89
2019-03-19 14:00:00,1019.429,0.0,25.48,-0.163,58.69
2019-03-19 15:00:00,1019.177,0.0,25.27,-0.298,58.01
2019-03-19 16:00:00,1019.051,0.0,29.01,-0.163,56.6
2019-03-19 17:00:00,1018.673,0.0,33.49,0.511,54.19
2019-03-19 18:00:00,1018.678,0.0,45.07,0.578,45.93
2019-03-19 19:00:00,1018.974,0.0,56.52,0.369,42.62
2019-03-19 20:00:00,1019.231,0.0,63.74,0.369,39.41
2019-03-19 21:00:00,1019.231,0.0,72.51,0.503,35.96
2019-03-19 22:00:00,1019.233,0.0,65.22,0.571,37.56
2019-03-19 23:00:00,1019.358,0.0,67.48,0.369,37.19
2019-03-20 00:00:00,1019.235,0.0,74.47,0.503,34.79
2019-03-20 01:00:00,1018.983,0.0,77.14,0.367,34.17
2019-03-20 02:00:00,1018.879,0.0,82.9,0.3,32.33
2019-03-20 03:00:00,1018.365,0.0,79.4,0.363,31.77
2019-03-20 04:00:00,1018.014,0.0,83.5,0.3,31.04
2019-03-20 05:00:00,1017.565,0.0,85.1,0.095,30.17
2019-03-20 06:00:00,1017.13,0.0,81.6,-0.043,30.48
2019-03-20 07:00:00,1017.128,0.0,79.1,-0.041,31.41
2019-03-20 08:00:00,1016.737,0.0,70.87,-0.309,34.85
2019-03-20 09:00:00,1016.154,0.0,40.31,-0.366,48.52
2019-03-20 10:00:00,1015.585,0.0,38.29,-0.096,51.48
2019-03-20 11:00:00,1014.766,0.0,29.38,-0.163,56.41
2019-03-20 12:00:00,1014.388,0.0,28.42,-0.163,58.63
2019-03-20 13:00:00,1014.01,0.0,26.85,-0.231,60.11
2019-03-20 14:00:00,1014.01,0.0,23.8,0.039,60.42
2019-03-20 15:00:00,1013.884,0.0,27.81,-0.096,58.69
2019-03-20 16:00:00,1014.388,0.0,30.07,-0.163,56.97
2019-03-20 17:00:00,1014.518,0.0,29.38,0.106,54.01
2019-03-20 18:00:00,1014.851,0.0,41.24,-0.098,49.94
2019-03-20 19:00:00,1015.575,0.0,56.38,0.032,43.23
2019-03-20 20:00:00,1016.458,0.0,66.48,-0.036,38.73
2019-03-20 21:00:00,1017.215,0.0,71.42,0.099,36.76
2019-03-20 22:00:00,1017.223,0.0,70.73,0.099,36.08
2019-03-20 23:00:00,1017.607,0.0,76.7,0.096,35.1
2019-03-21 00:00:00,1017.735,0.0,79.5,-0.037,34.61
2019-03-21 01:00:00,1017.989,0.0,81.4,-0.041,33.56
2019-03-21 02:00:00,1017.803,0.0,82.0,-0.04,32.57
2019-03-21 03:00:00,1017.623,0.0,83.1,-0.039,32.33
2019-03-21 04:00:00,1017.754,0.0,82.8,-0.04,31.84
2019-03-21 05:00:00,1017.626,0.0,85.3,-0.039,31.59
2019-03-21 06:00:00,1017.5,0.0,81.1,-0.041,32.14
2019-03-21 07:00:00,1017.499,0.0,81.7,-0.04,32.45
2019-03-21 08:00:00,1017.725,0.0,69.6,-0.105,37.56
2019-03-21 09:00:00,1017.592,0.0,51.24,-0.373,46.69
2019-03-21 10:00:00,1017.413,0.0,46.85,-0.163,47.78
2019-03-21 11:00:00,1017.413,0.0,51.27,-0.298,47.66
2019-03-21 12:00:00,1016.972,0.0,45.41,-0.163,52.1
2019-03-21 13:00:00,1016.657,0.0,46.1,-0.096,51.91
2019-03-21 14:00:00,1016.153,0.0,41.64,-0.163,55.73
2019-03-21 15:00:00,1015.901,0.0,44.49,-0.163,55.42
2019-03-21 16:00:00,1015.901,0.0,49.9,0.039,52.96
2019-03-21 17:00:00,1016.162,0.0,61.65,-0.163,47.54
2019-03-21 18:00:00,1016.564,0.0,73.23,-0.1,42.24
2019-03-21 19:00:00,1016.836,0.0,84.6,-0.036,37.62
2019-03-21 20:00:00,1016.962,0.0,89.2,-0.036,36.14
2019-03-21 21:00:00,1016.712,0.0,92.3,0.095,36.08
2019-03-21 22:00:00,1016.465,0.0,91.2,0.165,36.95
2019-03-21 23:00:00,1016.332,0.0,91.0,0.165,37.07
2019-03-22 00:00:00,1016.017,0.0,92.3,0.368,36.94
2019-03-22 01:00:00,1016.083,0.0,94.4,-0.036,36.58
2019-03-22 02:00:00,1015.449,0.0,97.5,0.099,36.82
2019-03-22 03:00:00,1014.693,0.0,97.8,0.099,36.45
2019-03-22 04:00:00,1014.063,0.0,98.0,0.099,36.2
2019-03-22 05:00:00,1014.189,0.0,98.5,-0.037,36.45
2019-03-22 06:00:00,1014.063,0.0,96.7,0.166,36.45
2019-03-22 07:00:00,1013.937,0.0,95.4,0.099,37.01
2019-03-22 08:00:00,1013.685,0.0,87.3,0.031,39.72
2019-03-22 09:00:00,1013.297,0.0,69.02,-0.101,45.76
2019-03-22 10:00:00,1013.002,0.0,48.73,-0.298,56.29
2019-03-22 11:00:00,1012.876,0.0,36.34,-0.096,53.02
2019-03-22 12:00:00,1012.687,0.0,40.92,-0.096,51.17
2019-03-22 13:00:00,1012.246,0.0,29.21,-0.365,59.37
2019-03-22 14:00:00,1012.183,0.0,31.64,-0.163,58.75
2019-03-22 15:00:00,1012.372,0.0,35.0,0.039,55.18
2019-03-22 16:00:00,1013.209,0.0,47.98,0.039,50.75
2019-03-22 17:00:00,1013.805,0.0,69.33,-0.035,45.14
2019-03-22 18:00:00,1014.567,0.0,76.59,0.099,42.86
2019-03-22 19:00:00,1014.945,0.0,87.0,-0.036,40.46
2019-03-22 20:00:00,1015.701,0.0,90.4,0.099,38.61
2019-03-22 21:00:00,1016.079,0.0,90.0,0.099,38.18
2019-03-22 22:00:00,1016.836,0.0,90.7,-0.036,37.87
2019-03-22 23:00:00,1017.214,0.0,94.1,-0.036,37.38
2019-03-23 00:00:00,1017.844,0.01,100.0,27.95,36.94
2019-03-23 01:00:00,1018.222,0.0,100.0,0.099,36.51
2019-03-23 02:00:00,1018.664,0.0,100.0,-0.036,36.57
2019-03-23 03:00:00,1018.601,0.01,100.0,0.098,35.96
2019-03-23 04:00:00,1018.411,0.0,100.0,0.099,34.97
2019-03-23 05:00:00,1019.108,0.0,100.0,28.01,35.03
2019-03-23 06:00:00,1019.105,0.0,100.0,0.099,33.74
2019-03-23 07:00:00,1019.739,0.0,100.0,27.14,33.8
2019-03-23 08:00:00,1020.05,0.0,98.3,-0.103,37.38
2019-03-23 09:00:00,1020.365,0.0,91.4,-0.103,39.29
2019-03-23 10:00:00,1019.933,0.0,46.2,-0.298,52.53
2019-03-23 11:00:00,1020.185,0.0,50.21,-0.298,50.0
2019-03-23 12:00:00,1019.933,0.0,45.72,-0.298,51.48
2019-03-23 13:00:00,1019.87,0.0,45.21,-0.365,49.69
2019-03-23 14:00:00,1019.429,0.0,44.52,-0.163,50.49
2019-03-23 15:00:00,1019.429,0.0,50.41,-0.163,49.26
2019-03-23 16:00:00,1019.566,0.0,60.41,-0.097,46.55
2019-03-23 17:00:00,1019.972,0.0,60.21,0.034,46.37
2019-03-23 18:00:00,1020.239,0.0,74.19,0.032,41.38
2019-03-23 19:00:00,1020.743,0.0,82.6,0.099,38.67
2019-03-23 20:00:00,1020.995,0.0,87.3,-0.036,37.19
2019-03-23 21:00:00,1021.249,0.0,88.7,0.099,36.7
2019-03-23 22:00:00,1020.996,0.0,91.6,0.099,35.96
2019-03-23 23:00:00,1020.748,0.0,93.3,0.099,35.59
2019-03-24 00:00:00,1020.625,0.0,95.4,0.097,35.04
2019-03-24 01:00:00,1020.744,0.0,95.8,0.099,35.47
2019-03-24 02:00:00,1020.621,0.0,98.2,0.099,35.59
2019-03-24 03:00:00,1020.492,0.0,98.0,0.369,35.47
2019-03-24 04:00:00,1020.428,0.0,99.1,0.099,35.34
2019-03-24 05:00:00,1020.113,0.0,99.6,0.166,35.1
2019-03-24 06:00:00,1019.987,0.0,100.0,0.099,35.16
2019-03-24 07:00:00,1019.989,0.0,100.0,-0.036,36.33
2019-03-24 08:00:00,1019.861,0.0,98.2,0.234,37.31
2019-03-24 09:00:00,1019.987,0.0,97.6,0.234,37.93
2019-03-24 10:00:00,1020.239,0.0,95.3,-0.036,37.81
2019-03-24 11:00:00,1020.365,0.0,91.0,0.031,39.23
2019-03-24 12:00:00,1020.365,0.0,91.5,-0.036,39.53
2019-03-24 13:00:00,1020.491,0.0,89.1,0.099,40.15
2019-03-24 14:00:00,1020.617,0.0,93.2,-0.036,38.12
2019-03-24 15:00:00,1020.68,0.0,93.4,-0.036,37.99
2019-03-24 16:00:00,1020.743,0.0,97.3,-0.036,37.44
2019-03-24 17:00:00,1020.491,0.0,96.0,0.099,37.56
2019-03-24 18:00:00,1020.743,0.0,96.7,0.099,37.44
2019-03-24 19:00:00,1020.743,0.0,98.6,27.07,36.08
2019-03-24 20:00:00,1020.869,0.0,100.0,27.95,35.59
2019-03-24 21:00:00,1020.617,0.0,99.8,0.099,34.36
2019-03-24 22:00:00,1020.365,0.0,100.0,0.099,32.38
2019-03-24 23:00:00,1020.752,0.0,100.0,27.95,33.12
2019-03-25 00:00:00,1020.692,0.0,100.0,28.22,33.62
2019-03-25 01:00:00,1020.247,0.0,100.0,27.95,33.86
2019-03-25 02:00:00,1019.861,0.0,100.0,28.22,33.86
2019-03-25 03:00:00,1019.294,0.0,100.0,28.22,33.49
2019-03-25 04:00:00,1018.411,0.0,100.0,27.95,33.37
2019-03-25 05:00:00,1018.601,0.0,100.0,28.21,33.25
2019-03-25 06:00:00,1017.844,0.0,100.0,28.22,32.88
2019-03-25 07:00:00,1017.088,0.0,100.0,28.15,34.6
2019-03-25 08:00:00,1015.575,0.0,92.8,0.166,37.44
2019-03-25 09:00:00,1015.93,0.0,65.42,0.035,46.06
2019-03-25 10:00:00,1016.153,0.0,63.77,-0.028,44.88
2019-03-25 11:00:00,1015.274,0.0,64.42,0.106,44.45
2019-03-25 12:00:00,1014.661,0.0,64.87,-0.031,45.44
2019-03-25 13:00:00,1013.532,0.0,65.49,-0.168,45.75
2019-03-25 14:00:00,1011.868,0.0,43.56,-0.096,51.91
2019-03-25 15:00:00,1012.246,0.0,61.61,0.039,45.56
2019-03-25 16:00:00,1012.121,0.0,58.15,0.105,45.75
2019-03-25 17:00:00,1012.027,0.0,63.64,0.102,43.72
2019-03-25 18:00:00,1012.419,0.0,81.4,0.166,40.15
2019-03-25 19:00:00,1012.298,0.0,88.2,0.099,38.42
2019-03-25 20:00:00,1013.685,0.08,91.7,0.099,38.12
2019-03-25 21:00:00,1014.063,0.13,100.0,0.099,35.16
2019-03-25 22:00:00,1014.315,0.02,100.0,0.099,35.1
2019-03-25 23:00:00,1014.698,0.01,100.0,0.099,34.79
2019-03-26 00:00:00,1014.945,0.01,100.0,0.099,34.29
2019-03-26 01:00:00,1015.197,0.01,100.0,0.301,34.17
2019-03-26 02:00:00,1015.575,0.01,100.0,0.098,33.25
2019-03-26 03:00:00,1015.828,0.03,100.0,27.61,32.88
2019-03-26 04:00:00,1016.212,0.02,100.0,27.47,32.51
2019-03-26 05:00:00,1016.464,0.01,100.0,27.47,32.38
2019-03-26 06:00:00,1016.844,0.01,100.0,0.166,32.38
2019-03-26 07:00:00,1017.025,0.01,100.0,0.233,32.94
2019-03-26 08:00:00,1017.466,0.01,98.6,27.61,34.79
2019-03-26 09:00:00,1017.718,0.0,93.0,0.166,36.7
2019-03-26 10:00:00,1017.97,0.02,74.74,-0.306,42.86
2019-03-26 11:00:00,1017.791,0.0,64.28,-0.365,46.42
2019-03-26 12:00:00,1017.539,0.0,58.49,-0.365,45.56
2019-03-26 13:00:00,1017.413,0.01,60.07,-0.163,44.08
2019-03-26 14:00:00,1016.909,0.0,54.11,-0.433,47.41
2019-03-26 15:00:00,1016.405,0.0,50.34,-0.298,45.56
2019-03-26 16:00:00,1016.153,0.0,58.08,-0.163,43.84
2019-03-26 17:00:00,1015.649,0.0,64.25,0.039,41.37
2019-03-26 18:00:00,1015.687,0.0,75.28,-0.035,37.5
2019-03-26 19:00:00,1015.827,0.0,83.3,0.099,34.36
2019-03-26 20:00:00,1016.095,0.0,89.3,0.096,31.4
2019-03-26 21:00:00,1016.237,0.0,93.1,0.093,29.68
2019-03-26 22:00:00,1016.239,0.0,88.4,0.162,29.74
2019-03-26 23:00:00,1016.0,0.0,92.0,0.092,29.56
2019-03-27 00:00:00,1015.618,0.0,94.1,0.092,28.2
2019-03-27 01:00:00,1015.361,0.0,94.1,0.093,28.26
2019-03-27 02:00:00,1014.989,0.0,96.8,-0.041,27.4
2019-03-27 03:00:00,1014.723,0.0,97.2,0.093,26.72
2019-03-27 04:00:00,1014.234,0.0,97.5,-0.04,26.1
2019-03-27 05:00:00,1014.109,0.0,97.5,0.161,25.61
2019-03-27 06:00:00,1013.853,0.0,95.8,27.81,26.1
2019-03-27 07:00:00,1013.853,0.0,94.8,27.94,27.34
2019-03-27 08:00:00,1013.47,0.0,86.1,-0.111,31.4
2019-03-27 09:00:00,1012.676,0.0,44.43,-0.171,45.76
2019-03-27 10:00:00,1012.12,0.0,45.21,-0.163,44.82
2019-03-27 11:00:00,1011.174,0.0,35.45,-0.096,48.27
2019-03-27 12:00:00,1010.607,0.0,34.66,-0.096,49.01
2019-03-27 13:00:00,1010.544,0.0,33.56,0.039,47.97
2019-03-27 14:00:00,1010.863,0.0,29.83,0.039,47.72
2019-03-27 15:00:00,1011.502,0.0,31.1,0.038,45.57
2019-03-27 16:00:00,1012.029,0.0,31.1,0.101,44.46
2019-03-27 17:00:00,1012.294,0.0,38.57,0.1,43.85
2019-03-27 18:00:00,1012.928,0.0,45.93,0.099,41.82
2019-03-27 19:00:00,1013.874,0.0,46.93,-0.036,41.88
2019-03-27 20:00:00,1014.441,0.0,56.72,0.099,39.47
2019-03-27 21:00:00,1014.882,0.0,67.37,-0.036,37.87
2019-03-27 22:00:00,1015.197,0.0,73.51,0.099,36.39
2019-03-27 23:00:00,1015.575,0.0,73.92,0.099,35.96
2019-03-28 00:00:00,1015.953,0.0,77.92,0.166,35.1
2019-03-28 01:00:00,1016.395,0.0,76.59,0.166,33.86
2019-03-28 02:00:00,1016.71,0.0,85.0,0.099,32.57
2019-03-28 03:00:00,1017.096,0.0,83.9,0.097,33.31
2019-03-28 04:00:00,1017.41,0.0,89.4,0.098,32.14
2019-03-28 05:00:00,1017.796,0.0,91.6,0.096,30.78
2019-03-28 06:00:00,1017.859,0.0,88.5,0.096,32.51
2019-03-28 07:00:00,1018.034,0.0,82.9,0.098,34.79
2019-03-28 08:00:00,1018.474,0.0,71.25,-0.103,39.41
2019-03-28 09:00:00,1018.704,0.0,45.83,-0.168,49.15
2019-03-28 10:00:00,1018.547,0.0,33.18,-0.365,57.64
2019-03-28 11:00:00,1018.421,0.0,33.15,-0.163,54.68
2019-03-28 12:00:00,1018.421,0.0,36.06,-0.163,53.88
2019-03-28 13:00:00,1018.169,0.0,35.38,-0.096,53.45
2019-03-28 14:00:00,1018.673,0.0,45.21,-0.096,50.0
2019-03-28 15:00:00,1019.058,0.0,45.17,-0.096,51.48
2019-03-28 16:00:00,1019.116,0.0,49.79,0.039,49.51
2019-03-28 17:00:00,1019.436,0.0,63.15,-0.029,44.39
2019-03-28 18:00:00,1019.594,0.0,72.78,-0.102,41.69
2019-03-28 19:00:00,1019.987,0.0,79.09,0.099,38.92
2019-03-28 20:00:00,1020.743,0.0,83.8,-0.036,37.01
2019-03-28 21:00:00,1021.247,0.0,89.3,-0.036,34.79
2019-03-28 22:00:00,1021.505,0.0,93.9,0.097,32.94
2019-03-28 23:00:00,1021.768,0.0,96.1,0.097,32.51
2019-03-29 00:00:00,1022.155,0.0,96.5,0.097,33.31
2019-03-29 01:00:00,1022.278,0.0,93.9,-0.038,33.31
2019-03-29 02:00:00,1022.662,0.0,94.9,-0.038,33.19
2019-03-29 03:00:00,1022.781,0.0,95.6,0.097,33.13
2019-03-29 04:00:00,1022.905,0.0,97.1,0.097,32.88
2019-03-29 05:00:00,1023.153,0.0,97.3,0.229,33.13
2019-03-29 06:00:00,1023.654,0.0,97.7,0.233,33.25
2019-03-29 07:00:00,1024.027,0.0,93.9,0.099,35.22
2019-03-29 08:00:00,1024.399,0.0,79.95,-0.036,40.09
2019-03-29 09:00:00,1024.631,0.0,68.77,-0.169,43.84
2019-03-29 10:00:00,1025.229,0.0,66.44,-0.165,44.88
2019-03-29 11:00:00,1025.605,0.0,67.09,-0.163,45.75
2019-03-29 12:00:00,1025.479,0.0,56.71,-0.163,50.49
2019-03-29 13:00:00,1025.731,0.0,54.73,-0.096,50.18
2019-03-29 14:00:00,1026.361,0.0,63.42,-0.163,47.04
2019-03-29 15:00:00,1026.363,0.0,58.29,-0.298,48.89
2019-03-29 16:00:00,1026.235,0.0,58.9,-0.163,50.0
2019-03-29 17:00:00,1026.618,0.0,70.31,-0.096,45.32
2019-03-29 18:00:00,1027.031,0.0,79.74,-0.033,42.37
2019-03-29 19:00:00,1027.298,0.0,87.1,0.099,38.49
2019-03-29 20:00:00,1027.802,0.0,91.4,0.099,35.96
2019-03-29 21:00:00,1028.183,0.0,95.0,0.099,34.17
2019-03-29 22:00:00,1028.197,0.0,97.7,0.097,32.63
2019-03-29 23:00:00,1028.082,0.0,97.6,-0.042,32.27
2019-03-30 00:00:00,1028.215,0.0,99.5,0.093,31.16
2019-03-30 01:00:00,1028.093,0.0,97.5,0.096,30.29
2019-03-30 02:00:00,1028.095,0.0,100.0,0.093,30.3
2019-03-30 03:00:00,1028.096,0.0,100.0,28.15,30.3
2019-03-30 04:00:00,1027.978,0.0,100.0,28.21,29.68
2019-03-30 05:00:00,1028.231,0.0,100.0,28.42,30.17
2019-03-30 06:00:00,1028.477,0.0,100.0,28.42,29.62
2019-03-30 07:00:00,1028.343,0.0,99.9,28.42,29.92
2019-03-30 08:00:00,1028.338,0.0,100.0,28.35,33.68
2019-03-30 09:00:00,1028.0,0.0,50.31,-0.163,52.34
2019-03-30 10:00:00,1027.621,0.0,37.12,-0.365,60.11
2019-03-30 11:00:00,1027.117,0.0,37.36,-0.163,56.1
2019-03-30 12:00:00,1026.487,0.0,32.09,-0.163,58.45
2019-03-30 13:00:00,1025.983,0.0,26.61,-0.231,60.36
2019-03-30 14:00:00,1025.605,0.0,26.92,-0.298,60.11
2019-03-30 15:00:00,1025.353,0.0,41.37,-0.298,56.66
2019-03-30 16:00:00,1025.236,0.0,48.63,-0.097,53.95
2019-03-30 17:00:00,1024.987,0.0,58.08,0.039,50.93
2019-03-30 18:00:00,1025.273,0.0,71.83,0.032,43.79
2019-03-30 19:00:00,1025.533,0.0,78.51,0.031,40.64
2019-03-30 20:00:00,1025.785,0.0,78.95,0.099,39.9
2019-03-30 21:00:00,1025.911,0.0,83.8,-0.036,38.67
2019-03-30 22:00:00,1025.722,0.0,85.2,-0.036,37.93
2019-03-30 23:00:00,1025.533,0.0,89.5,-0.037,36.82
2019-03-31 00:00:00,1025.533,0.0,89.1,-0.036,36.7
2019-03-31 01:00:00,1025.155,0.0,90.2,0.099,36.57
2019-03-31 02:00:00,1024.906,0.0,91.4,0.098,35.84
2019-03-31 03:00:00,1024.785,0.0,96.7,0.166,34.11
2019-03-31 04:00:00,1024.661,0.0,99.1,-0.038,33.0
2019-03-31 05:00:00,1024.3,0.0,98.7,-0.039,32.82
2019-03-31 06:00:00,1024.043,0.0,100.0,0.095,32.02
2019-03-31 07:00:00,1024.309,0.0,100.0,-0.041,32.88
2019-03-31 08:00:00,1024.04,0.0,98.4,-0.037,36.21
2019-03-31 09:00:00,1023.588,0.0,49.62,-0.365,54.25
2019-03-31 10:00:00,1022.832,0.0,36.58,-0.365,61.84
2019-03-31 11:00:00,1022.076,0.0,29.66,-0.635,62.76
2019-03-31 12:00:00,1021.592,0.0,30.07,-0.231,58.08
2019-03-31 13:00:00,1021.152,0.0,26.85,-0.234,61.53
2019-03-31 14:00:00,1020.584,0.0,32.43,-0.236,58.39
2019-03-31 15:00:00,1020.34,0.0,34.39,-0.236,58.08
2019-03-31 16:00:00,1020.091,0.0,35.35,-0.169,54.39
2019-03-31 17:00:00,1019.843,0.0,38.84,-0.168,53.77
2019-03-31 18:00:00,1020.236,0.0,62.2,0.099,44.34
2019-03-31 19:00:00,1020.24,0.0,75.84,-0.036,39.23
2019-03-31 20:00:00,1020.502,0.0,84.0,0.097,36.45
2019-03-31 21:00:00,1020.629,0.0,85.8,-0.041,35.22
2019-03-31 22:00:00,1020.512,0.0,89.4,0.093,34.18
2019-03-31 23:00:00,1020.279,0.0,88.9,-0.042,34.12
2019-04-01 00:00:00,1020.149,0.0,89.7,-0.042,33.93
2019-04-01 01:00:00,1019.773,0.0,89.5,-0.04,33.07
2019-04-01 02:00:00,1019.654,0.0,90.0,-0.041,32.64
2019-04-01 03:00:00,1019.402,0.0,91.9,-0.042,32.39
2019-04-01 04:00:00,1019.394,0.0,91.9,0.093,31.9
2019-04-01 05:00:00,1019.388,0.0,94.5,0.093,31.28
2019-04-01 06:00:00,1019.266,0.0,94.5,0.094,32.33
2019-04-01 07:00:00,1019.271,0.0,85.1,-0.039,35.97
2019-04-01 08:00:00,1018.979,0.0,69.05,-0.171,42.0
2019-04-01 09:00:00,1018.966,0.0,59.53,-0.17,46.31
2019-04-01 10:00:00,1018.673,0.0,44.21,-0.163,55.05
2019-04-01 11:00:00,1017.917,0.0,40.14,-0.298,56.78
2019-04-01 12:00:00,1017.413,0.0,38.42,0.039,56.35
2019-04-01 13:00:00,1016.914,0.0,38.84,-0.096,55.92
2019-04-01 14:00:00,1016.279,0.0,37.71,-0.163,56.29
2019-04-01 15:00:00,1016.037,0.0,40.69,0.039,53.46
2019-04-01 16:00:00,1015.781,0.0,39.73,0.039,53.45
2019-04-01 17:00:00,1015.67,0.0,43.98,0.038,51.12
2019-04-01 18:00:00,1015.31,0.0,49.73,0.033,48.04
2019-04-01 19:00:00,1015.197,0.0,67.55,0.099,41.26
2019-04-01 20:00:00,1015.323,0.0,72.99,-0.036,38.67
2019-04-01 21:00:00,1015.071,0.0,77.21,0.099,37.07
2019-04-01 22:00:00,1014.693,0.0,81.9,0.097,35.71
2019-04-01 23:00:00,1014.462,0.0,84.6,-0.036,35.22
2019-04-02 00:00:00,1014.214,0.0,84.9,-0.04,34.73
2019-04-02 01:00:00,1014.084,0.0,88.4,0.096,33.74
2019-04-02 02:00:00,1013.724,0.0,89.9,0.094,33.32
2019-04-02 03:00:00,1013.079,0.0,88.0,-0.042,33.37
2019-04-02 04:00:00,1012.713,0.0,91.2,0.094,32.39
2019-04-02 05:00:00,1012.331,0.0,87.1,0.095,33.81
2019-04-02 06:00:00,1012.069,0.0,88.8,0.097,33.62
2019-04-02 07:00:00,1012.312,0.0,84.2,-0.038,34.85
